Request On,Departure - Destination,Departure Date,Stop,Departure Time - Arrival Time (Price)
29/10/2021 03:25:19,TWU - KBR,11/1/2021,1 stop,12:00 - 18:40 (RM239.00)
29/10/2021 03:25:19,TWU - KBR,11/1/2021,1 stop,16:40 - 11:10 (RM239.00)
29/10/2021 03:25:42,TWU - KUL,11/1/2021,Direct,09:25 - 12:05 (RM194.30)
29/10/2021 03:25:42,TWU - KUL,11/1/2021,Direct,10:40 - 13:35 (RM194.30)
29/10/2021 03:25:42,TWU - KUL,11/1/2021,Direct,12:00 - 14:45 (RM244.30)
29/10/2021 03:25:42,TWU - KUL,11/1/2021,Direct,16:40 - 19:30 (RM244.30)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,09:25 - 15:55 (RM346.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,09:25 - 17:10 (RM386.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,09:25 - 19:25 (RM346.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,10:40 - 17:10 (RM386.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,10:40 - 19:25 (RM346.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,12:00 - 19:25 (RM396.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,16:40 - 09:35 (RM636.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,16:40 - 10:05 (RM636.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,16:40 - 08:05 (RM476.10)
29/10/2021 03:26:04,TWU - LGK,11/1/2021,1 stop,16:40 - 09:05 (RM636.10)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,09:25 - 17:30 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,09:25 - 20:10 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,10:40 - 17:30 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,10:40 - 21:30 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,10:40 - 21:00 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,10:40 - 20:10 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,12:00 - 17:30 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,12:00 - 21:30 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,12:00 - 20:10 (RM229.00)
29/10/2021 03:26:27,TWU - PEN,11/1/2021,1 stop,12:00 - 21:00 (RM229.00)
29/10/2021 03:26:39,TWU - SDK,11/1/2021,1 stop,08:40 - 13:10 (RM381.00)
29/10/2021 03:26:39,TWU - SDK,11/1/2021,1 stop,08:40 - 15:15 (RM341.00)
29/10/2021 03:26:39,TWU - SDK,11/1/2021,1 stop,08:40 - 16:50 (RM381.00)
29/10/2021 03:26:39,TWU - SDK,11/1/2021,1 stop,13:05 - 16:50 (RM341.00)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,08:30 - 23:30 (RM209.00)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,08:30 - 19:00 (RM209.00)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,08:30 - 20:30 (RM209.00)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,08:30 - 17:20 (RM209.00)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,14:40 - 08:20 (RM486.11)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,14:40 - 23:30 (RM209.00)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,14:40 - 20:30 (RM209.00)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,21:05 - 08:20 (RM486.11)
30/10/2021 01:14:12,AOR - BKI,11/2/2021,1 stop,"21:05 - 12:45 (RM1,166.11)"
30/10/2021 01:14:23,AOR - BTU,11/2/2021,1 stop,08:30 - 16:30 (RM276.11)
30/10/2021 01:14:23,AOR - BTU,11/2/2021,1 stop,21:05 - 16:30 (RM306.11)
30/10/2021 01:15:06,AOR - KCH,11/2/2021,1 stop,08:30 - 19:00 (RM169.00)
30/10/2021 01:15:06,AOR - KCH,11/2/2021,1 stop,"21:05 - 13:10 (RM1,176.10)"
30/10/2021 01:15:17,AOR - KUL,11/2/2021,Direct,08:30 - 09:35 (RM104.30)
30/10/2021 01:15:17,AOR - KUL,11/2/2021,Direct,14:40 - 15:45 (RM104.30)
30/10/2021 01:15:17,AOR - KUL,11/2/2021,Direct,21:05 - 22:10 (RM104.30)
30/10/2021 01:15:27,AOR - LBU,11/2/2021,1 stop,08:30 - 19:05 (RM376.11)
30/10/2021 01:15:27,AOR - LBU,11/2/2021,1 stop,14:40 - 09:45 (RM336.11)
30/10/2021 01:15:27,AOR - LBU,11/2/2021,1 stop,21:05 - 09:45 (RM336.11)
30/10/2021 01:15:49,AOR - MYY,11/2/2021,1 stop,08:30 - 14:15 (RM179.00)
30/10/2021 01:15:49,AOR - MYY,11/2/2021,1 stop,21:05 - 14:15 (RM276.11)
30/10/2021 01:16:10,AOR - SDK,11/2/2021,1 stop,08:30 - 16:10 (RM406.11)
30/10/2021 01:16:10,AOR - SDK,11/2/2021,1 stop,08:30 - 18:05 (RM366.10)
30/10/2021 01:16:10,AOR - SDK,11/2/2021,1 stop,14:40 - 09:40 (RM366.10)
30/10/2021 01:16:10,AOR - SDK,11/2/2021,1 stop,21:05 - 18:05 (RM366.10)
30/10/2021 01:16:10,AOR - SDK,11/2/2021,1 stop,21:05 - 09:40 (RM366.10)
30/10/2021 01:16:10,AOR - SDK,11/2/2021,1 stop,21:05 - 16:10 (RM366.10)
30/10/2021 01:16:21,AOR - SBW,11/2/2021,1 stop,14:40 - 09:10 (RM416.10)
30/10/2021 01:16:21,AOR - SBW,11/2/2021,1 stop,21:05 - 09:10 (RM416.10)
30/10/2021 01:16:32,AOR - TGG,11/2/2021,1 stop,08:30 - 16:30 (RM306.11)
30/10/2021 01:16:32,AOR - TGG,11/2/2021,1 stop,08:30 - 13:30 (RM426.10)
30/10/2021 01:16:32,AOR - TGG,11/2/2021,1 stop,21:05 - 16:30 (RM346.10)
30/10/2021 01:16:32,AOR - TGG,11/2/2021,1 stop,21:05 - 11:10 (RM326.11)
30/10/2021 01:16:32,AOR - TGG,11/2/2021,1 stop,21:05 - 13:30 (RM306.11)
30/10/2021 01:16:32,AOR - TGG,11/2/2021,1 stop,21:05 - 14:55 (RM306.11)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,08:30 - 16:15 (RM456.11)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,14:40 - 10:15 (RM446.10)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,14:40 - 09:00 (RM446.10)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,14:40 - 11:30 (RM446.10)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,21:05 - 11:30 (RM446.10)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,21:05 - 16:15 (RM526.10)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,21:05 - 10:15 (RM446.10)
30/10/2021 01:16:43,AOR - TWU,11/2/2021,1 stop,21:05 - 09:00 (RM446.10)
30/10/2021 01:16:55,BKI - AOR,11/2/2021,1 stop,08:45 - 20:40 (RM576.10)
30/10/2021 01:16:55,BKI - AOR,11/2/2021,1 stop,11:40 - 20:40 (RM536.11)
30/10/2021 01:16:55,BKI - AOR,11/2/2021,1 stop,13:10 - 20:40 (RM496.10)
30/10/2021 01:16:55,BKI - AOR,11/2/2021,1 stop,17:50 - 14:15 (RM209.00)
30/10/2021 01:16:55,BKI - AOR,11/2/2021,1 stop,20:55 - 14:15 (RM209.00)
30/10/2021 01:17:38,BKI - JHB,11/2/2021,Direct,09:45 - 12:00 (RM374.30)
30/10/2021 01:17:49,BKI - KBR,11/2/2021,Direct,06:35 - 09:10 (RM374.30)
30/10/2021 01:18:10,BKI - KUL,11/2/2021,Direct,08:45 - 11:20 (RM324.30)
30/10/2021 01:18:10,BKI - KUL,11/2/2021,Direct,11:40 - 14:15 (RM284.30)
30/10/2021 01:18:10,BKI - KUL,11/2/2021,Direct,13:10 - 15:50 (RM244.30)
30/10/2021 01:18:10,BKI - KUL,11/2/2021,Direct,13:20 - 15:50 (RM244.30)
30/10/2021 01:18:10,BKI - KUL,11/2/2021,Direct,17:50 - 20:25 (RM244.30)
30/10/2021 01:18:10,BKI - KUL,11/2/2021,Direct,20:55 - 23:25 (RM284.30)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,08:45 - 15:55 (RM476.10)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,08:45 - 21:55 (RM516.09)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,08:45 - 19:25 (RM229.00)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,08:45 - 17:10 (RM229.00)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,11:40 - 21:55 (RM476.10)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,11:40 - 17:10 (RM229.00)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,11:40 - 19:25 (RM229.00)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,13:10 - 19:25 (RM229.00)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,13:10 - 21:55 (RM436.10)
30/10/2021 01:18:32,BKI - LGK,11/2/2021,1 stop,13:20 - 21:55 (RM436.10)
30/10/2021 01:18:54,BKI - PEN,11/2/2021,Direct,17:30 - 20:10 (RM284.30)
30/10/2021 01:19:04,BKI - SDK,11/2/2021,Direct,10:00 - 10:45 (RM164.00)
30/10/2021 01:19:04,BKI - SDK,11/2/2021,Direct,12:25 - 13:10 (RM104.00)
30/10/2021 01:19:04,BKI - SDK,11/2/2021,Direct,15:20 - 16:10 (RM104.00)
30/10/2021 01:19:36,BKI - TWU,11/2/2021,Direct,07:20 - 08:15 (RM104.00)
30/10/2021 01:19:36,BKI - TWU,11/2/2021,Direct,12:40 - 13:35 (RM104.00)
30/10/2021 01:19:36,BKI - TWU,11/2/2021,Direct,14:50 - 15:45 (RM104.00)
30/10/2021 01:19:36,BKI - TWU,11/2/2021,Direct,15:30 - 16:25 (RM104.00)
30/10/2021 01:19:36,BKI - TWU,11/2/2021,Direct,18:35 - 19:30 (RM104.00)
30/10/2021 01:20:40,BTU - KBR,11/2/2021,1 stop,16:55 - 13:15 (RM426.10)
30/10/2021 01:20:40,BTU - KBR,11/2/2021,1 stop,16:55 - 11:10 (RM376.11)
30/10/2021 01:20:40,BTU - KBR,11/2/2021,1 stop,16:55 - 08:20 (RM426.10)
30/10/2021 01:20:51,BTU - KCH,11/2/2021,Direct,08:20 - 09:10 (RM224.00)
30/10/2021 01:20:51,BTU - KCH,11/2/2021,Direct,12:30 - 13:20 (RM364.00)
30/10/2021 01:20:51,BTU - KCH,11/2/2021,Direct,18:35 - 19:25 (RM114.00)
30/10/2021 01:21:02,BTU - KUL,11/2/2021,Direct,16:55 - 19:00 (RM104.30)
30/10/2021 01:21:23,BTU - LGK,11/2/2021,1 stop,16:55 - 10:05 (RM806.11)
30/10/2021 01:21:23,BTU - LGK,11/2/2021,1 stop,16:55 - 21:55 (RM296.10)
30/10/2021 01:21:23,BTU - LGK,11/2/2021,1 stop,16:55 - 13:35 (RM426.10)
30/10/2021 01:21:23,BTU - LGK,11/2/2021,1 stop,16:55 - 09:05 (RM806.11)
30/10/2021 01:21:23,BTU - LGK,11/2/2021,1 stop,16:55 - 12:30 (RM526.10)
30/10/2021 01:21:23,BTU - LGK,11/2/2021,1 stop,16:55 - 10:35 (RM646.10)
30/10/2021 01:21:45,BTU - PEN,11/2/2021,1 stop,16:55 - 07:30 (RM286.11)
30/10/2021 01:21:45,BTU - PEN,11/2/2021,1 stop,16:55 - 08:15 (RM286.11)
30/10/2021 01:22:17,BTU - TGG,11/2/2021,1 stop,16:55 - 11:10 (RM326.11)
30/10/2021 01:22:17,BTU - TGG,11/2/2021,1 stop,16:55 - 13:30 (RM306.11)
30/10/2021 01:23:21,IPH - JHB,11/2/2021,Direct,13:55 - 15:05 (RM494.30)
30/10/2021 01:25:38,JHB - BKI,11/2/2021,Direct,07:00 - 09:20 (RM654.30)
30/10/2021 01:25:59,JHB - IPH,11/2/2021,Direct,12:20 - 13:30 (RM364.30)
30/10/2021 01:26:20,JHB - KBR,11/2/2021,Direct,09:00 - 10:15 (RM304.30)
30/10/2021 01:26:41,JHB - KUL,11/2/2021,Direct,06:15 - 07:05 (RM54.30)
30/10/2021 01:26:41,JHB - KUL,11/2/2021,Direct,16:30 - 17:25 (RM114.30)
30/10/2021 01:26:41,JHB - KUL,11/2/2021,Direct,17:15 - 18:10 (RM114.30)
30/10/2021 01:26:52,JHB - LBU,11/2/2021,1 stop,06:15 - 19:05 (RM326.11)
30/10/2021 01:26:52,JHB - LBU,11/2/2021,1 stop,16:30 - 09:45 (RM346.10)
30/10/2021 01:26:52,JHB - LBU,11/2/2021,1 stop,17:15 - 09:45 (RM346.10)
30/10/2021 01:27:03,JHB - LGK,11/2/2021,Direct,15:35 - 16:55 (RM314.30)
30/10/2021 01:27:14,JHB - MYY,11/2/2021,Direct,11:35 - 13:30 (RM784.29)
30/10/2021 01:27:25,JHB - PEN,11/2/2021,Direct,07:00 - 08:10 (RM584.30)
30/10/2021 01:27:25,JHB - PEN,11/2/2021,Direct,12:25 - 13:35 (RM314.30)
30/10/2021 01:27:25,JHB - PEN,11/2/2021,Direct,15:35 - 16:45 (RM504.30)
30/10/2021 01:27:35,JHB - SDK,11/2/2021,1 stop,07:00 - 16:10 (RM831.32)
30/10/2021 01:27:35,JHB - SDK,11/2/2021,1 stop,07:00 - 13:10 (RM831.32)
30/10/2021 01:27:57,JHB - TGG,11/2/2021,1 stop,06:15 - 16:30 (RM195.99)
30/10/2021 01:27:57,JHB - TGG,11/2/2021,1 stop,06:15 - 13:30 (RM350.00)
30/10/2021 01:27:57,JHB - TGG,11/2/2021,1 stop,16:30 - 11:10 (RM240.00)
30/10/2021 01:27:57,JHB - TGG,11/2/2021,1 stop,17:15 - 11:10 (RM240.00)
30/10/2021 01:28:29,KBR - BKI,11/2/2021,Direct,09:35 - 12:15 (RM434.30)
30/10/2021 01:28:40,KBR - BTU,11/2/2021,1 stop,11:35 - 16:30 (RM296.10)
30/10/2021 01:28:40,KBR - BTU,11/2/2021,1 stop,19:05 - 16:30 (RM276.10)
30/10/2021 01:28:40,KBR - BTU,11/2/2021,1 stop,20:20 - 16:30 (RM326.10)
30/10/2021 01:29:02,KBR - JHB,11/2/2021,Direct,10:40 - 11:55 (RM164.30)
30/10/2021 01:29:23,KBR - KCH,11/2/2021,Direct,17:50 - 19:40 (RM914.30)
30/10/2021 01:29:34,KBR - KUL,11/2/2021,Direct,11:35 - 12:45 (RM124.30)
30/10/2021 01:29:34,KBR - KUL,11/2/2021,Direct,13:40 - 14:50 (RM124.30)
30/10/2021 01:29:34,KBR - KUL,11/2/2021,Direct,18:20 - 19:30 (RM124.30)
30/10/2021 01:29:34,KBR - KUL,11/2/2021,Direct,18:50 - 19:55 (RM74.30)
30/10/2021 01:29:34,KBR - KUL,11/2/2021,Direct,19:05 - 20:15 (RM74.30)
30/10/2021 01:29:34,KBR - KUL,11/2/2021,Direct,20:20 - 21:30 (RM124.30)
30/10/2021 01:29:45,KBR - LBU,11/2/2021,1 stop,11:35 - 19:05 (RM396.10)
30/10/2021 01:29:45,KBR - LBU,11/2/2021,1 stop,13:40 - 19:05 (RM396.10)
30/10/2021 01:29:45,KBR - LBU,11/2/2021,1 stop,13:40 - 09:45 (RM356.10)
30/10/2021 01:29:45,KBR - LBU,11/2/2021,1 stop,18:20 - 09:45 (RM356.10)
30/10/2021 01:29:45,KBR - LBU,11/2/2021,1 stop,18:50 - 09:45 (RM306.10)
30/10/2021 01:29:45,KBR - LBU,11/2/2021,1 stop,19:05 - 09:45 (RM306.10)
30/10/2021 01:29:45,KBR - LBU,11/2/2021,1 stop,20:20 - 09:45 (RM356.10)
30/10/2021 01:29:57,KBR - LGK,11/2/2021,Direct,11:25 - 12:25 (RM184.30)
30/10/2021 01:30:08,KBR - MYY,11/2/2021,1 stop,18:20 - 14:15 (RM296.10)
30/10/2021 01:30:08,KBR - MYY,11/2/2021,1 stop,18:50 - 14:15 (RM209.00)
30/10/2021 01:30:08,KBR - MYY,11/2/2021,1 stop,19:05 - 14:15 (RM209.00)
30/10/2021 01:30:08,KBR - MYY,11/2/2021,1 stop,20:20 - 14:15 (RM296.10)
30/10/2021 01:30:19,KBR - PEN,11/2/2021,Direct,16:05 - 17:00 (RM84.30)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,11:35 - 18:05 (RM229.00)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,13:40 - 09:40 (RM386.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,18:20 - 09:40 (RM386.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,18:50 - 09:40 (RM336.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,18:50 - 16:10 (RM336.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,19:05 - 09:40 (RM336.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,19:05 - 16:10 (RM336.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,20:20 - 18:05 (RM386.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,20:20 - 09:40 (RM386.10)
30/10/2021 01:30:30,KBR - SDK,11/2/2021,1 stop,20:20 - 16:10 (RM386.10)
30/10/2021 01:30:42,KBR - SBW,11/2/2021,1 stop,13:40 - 09:10 (RM179.00)
30/10/2021 01:30:42,KBR - SBW,11/2/2021,1 stop,18:20 - 09:10 (RM179.00)
30/10/2021 01:30:42,KBR - SBW,11/2/2021,1 stop,18:50 - 09:10 (RM179.00)
30/10/2021 01:30:42,KBR - SBW,11/2/2021,1 stop,19:05 - 09:10 (RM386.10)
30/10/2021 01:30:42,KBR - SBW,11/2/2021,1 stop,20:20 - 09:10 (RM179.00)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,11:35 - 16:30 (RM326.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,18:20 - 13:30 (RM326.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,18:20 - 11:10 (RM346.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,18:50 - 13:30 (RM276.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,18:50 - 11:10 (RM296.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,19:05 - 11:10 (RM296.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,19:05 - 13:30 (RM276.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,20:20 - 11:10 (RM346.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,20:20 - 13:30 (RM326.10)
30/10/2021 01:30:53,KBR - TGG,11/2/2021,1 stop,20:20 - 14:55 (RM326.10)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,18:20 - 10:15 (RM466.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,18:20 - 09:00 (RM466.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,18:50 - 10:15 (RM416.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,18:50 - 09:00 (RM416.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,19:05 - 09:00 (RM416.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,19:05 - 11:30 (RM416.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,19:05 - 10:15 (RM416.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,20:20 - 11:30 (RM466.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,20:20 - 10:15 (RM466.09)
30/10/2021 01:31:04,KBR - TWU,11/2/2021,1 stop,20:20 - 09:00 (RM466.09)
30/10/2021 01:31:16,KCH - AOR,11/2/2021,1 stop,09:25 - 20:40 (RM436.11)
30/10/2021 01:31:16,KCH - AOR,11/2/2021,1 stop,"10:25 - 20:40 (RM1,006.10)"
30/10/2021 01:31:16,KCH - AOR,11/2/2021,1 stop,19:25 - 14:15 (RM169.00)
30/10/2021 01:31:37,KCH - BTU,11/2/2021,Direct,07:00 - 07:55 (RM224.00)
30/10/2021 01:31:37,KCH - BTU,11/2/2021,Direct,11:10 - 12:05 (RM304.00)
30/10/2021 01:31:37,KCH - BTU,11/2/2021,Direct,17:15 - 18:10 (RM114.00)
30/10/2021 01:32:09,KCH - KBR,11/2/2021,Direct,15:35 - 17:25 (RM624.30)
30/10/2021 01:32:31,KCH - KUL,11/2/2021,Direct,09:25 - 11:10 (RM184.30)
30/10/2021 01:32:31,KCH - KUL,11/2/2021,Direct,10:25 - 12:15 (RM754.30)
30/10/2021 01:32:31,KCH - KUL,11/2/2021,Direct,19:25 - 21:10 (RM134.30)
30/10/2021 01:33:02,KCH - MYY,11/2/2021,Direct,08:15 - 09:20 (RM74.00)
30/10/2021 01:33:02,KCH - MYY,11/2/2021,Direct,09:50 - 10:55 (RM74.00)
30/10/2021 01:33:02,KCH - MYY,11/2/2021,Direct,13:45 - 14:50 (RM74.00)
30/10/2021 01:33:02,KCH - MYY,11/2/2021,Direct,17:35 - 18:40 (RM114.00)
30/10/2021 01:33:35,KCH - SBW,11/2/2021,Direct,07:40 - 08:20 (RM74.00)
30/10/2021 01:33:35,KCH - SBW,11/2/2021,Direct,16:45 - 17:30 (RM74.00)
30/10/2021 01:33:35,KCH - SBW,11/2/2021,Direct,20:05 - 20:50 (RM74.00)
30/10/2021 01:33:45,KCH - TGG,11/2/2021,1 stop,09:25 - 16:30 (RM386.11)
30/10/2021 01:33:45,KCH - TGG,11/2/2021,1 stop,10:25 - 16:30 (RM956.10)
30/10/2021 01:33:45,KCH - TGG,11/2/2021,1 stop,19:25 - 13:30 (RM336.11)
30/10/2021 01:33:45,KCH - TGG,11/2/2021,1 stop,19:25 - 14:55 (RM336.11)
30/10/2021 01:33:45,KCH - TGG,11/2/2021,1 stop,19:25 - 11:10 (RM356.11)
30/10/2021 01:34:07,KUL - AOR,11/2/2021,Direct,06:50 - 08:05 (RM104.30)
30/10/2021 01:34:07,KUL - AOR,11/2/2021,Direct,13:10 - 14:15 (RM104.30)
30/10/2021 01:34:07,KUL - AOR,11/2/2021,Direct,19:30 - 20:40 (RM184.30)
30/10/2021 01:34:18,KUL - BKI,11/2/2021,Direct,05:35 - 08:20 (RM384.30)
30/10/2021 01:34:18,KUL - BKI,11/2/2021,Direct,14:40 - 17:20 (RM324.30)
30/10/2021 01:34:18,KUL - BKI,11/2/2021,Direct,16:15 - 19:00 (RM284.30)
30/10/2021 01:34:18,KUL - BKI,11/2/2021,Direct,17:55 - 20:30 (RM324.30)
30/10/2021 01:34:18,KUL - BKI,11/2/2021,Direct,20:50 - 23:30 (RM384.30)
30/10/2021 01:34:29,KUL - BTU,11/2/2021,Direct,14:15 - 16:30 (RM134.30)
30/10/2021 01:34:50,KUL - JHB,11/2/2021,Direct,07:30 - 08:25 (RM54.30)
30/10/2021 01:34:50,KUL - JHB,11/2/2021,Direct,15:10 - 16:05 (RM54.30)
30/10/2021 01:34:50,KUL - JHB,11/2/2021,Direct,15:50 - 16:50 (RM54.30)
30/10/2021 01:35:01,KUL - KBR,11/2/2021,Direct,10:05 - 11:10 (RM124.30)
30/10/2021 01:35:01,KUL - KBR,11/2/2021,Direct,12:10 - 13:15 (RM124.30)
30/10/2021 01:35:01,KUL - KBR,11/2/2021,Direct,14:25 - 15:25 (RM144.30)
30/10/2021 01:35:01,KUL - KBR,11/2/2021,Direct,16:50 - 17:55 (RM184.30)
30/10/2021 01:35:01,KUL - KBR,11/2/2021,Direct,17:30 - 18:40 (RM124.30)
30/10/2021 01:35:01,KUL - KBR,11/2/2021,Direct,18:35 - 19:40 (RM184.30)
30/10/2021 01:35:12,KUL - KCH,11/2/2021,Direct,07:15 - 09:00 (RM154.31)
30/10/2021 01:35:12,KUL - KCH,11/2/2021,Direct,17:15 - 19:00 (RM154.31)
30/10/2021 01:35:33,KUL - LBU,11/2/2021,Direct,16:35 - 19:05 (RM204.31)
30/10/2021 01:35:56,KUL - MYY,11/2/2021,Direct,11:55 - 14:15 (RM104.30)
30/10/2021 01:36:06,KUL - PEN,11/2/2021,Direct,13:10 - 14:15 (RM104.30)
30/10/2021 01:36:06,KUL - PEN,11/2/2021,Direct,16:25 - 17:30 (RM134.30)
30/10/2021 01:36:06,KUL - PEN,11/2/2021,Direct,19:55 - 21:00 (RM184.30)
30/10/2021 01:36:17,KUL - SDK,11/2/2021,Direct,06:45 - 09:40 (RM194.30)
30/10/2021 01:36:17,KUL - SDK,11/2/2021,Direct,13:15 - 16:10 (RM234.30)
30/10/2021 01:36:17,KUL - SDK,11/2/2021,Direct,15:15 - 18:05 (RM194.30)
30/10/2021 01:36:28,KUL - SBW,11/2/2021,Direct,"10:05 - 12:00 (RM1,004.30)"
30/10/2021 01:36:38,KUL - TGG,11/2/2021,Direct,12:30 - 13:30 (RM254.29)
30/10/2021 01:36:38,KUL - TGG,11/2/2021,Direct,15:30 - 16:30 (RM134.30)
30/10/2021 01:36:49,KUL - TWU,11/2/2021,Direct,06:00 - 09:00 (RM244.30)
30/10/2021 01:36:49,KUL - TWU,11/2/2021,Direct,07:20 - 10:15 (RM244.30)
30/10/2021 01:36:49,KUL - TWU,11/2/2021,Direct,13:20 - 16:15 (RM284.30)
30/10/2021 01:37:00,LBU - AOR,11/2/2021,1 stop,19:30 - 14:15 (RM556.10)
30/10/2021 01:37:44,LBU - JHB,11/2/2021,1 stop,19:30 - 16:05 (RM486.10)
30/10/2021 01:37:44,LBU - JHB,11/2/2021,1 stop,19:30 - 08:25 (RM486.10)
30/10/2021 01:37:54,LBU - KBR,11/2/2021,1 stop,19:30 - 11:10 (RM576.10)
30/10/2021 01:37:54,LBU - KBR,11/2/2021,1 stop,19:30 - 08:20 (RM626.09)
30/10/2021 01:37:54,LBU - KBR,11/2/2021,1 stop,19:30 - 13:15 (RM626.09)
30/10/2021 01:38:16,LBU - KUL,11/2/2021,Direct,19:30 - 21:55 (RM304.30)
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,"19:30 - 10:05 (RM1,006.10)"
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,19:30 - 16:30 (RM626.09)
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,19:30 - 10:35 (RM846.09)
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,19:30 - 12:30 (RM726.09)
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,19:30 - 13:35 (RM626.09)
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,19:30 - 14:35 (RM586.10)
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,19:30 - 15:55 (RM546.09)
30/10/2021 01:38:37,LBU - LGK,11/2/2021,1 stop,"19:30 - 09:05 (RM1,006.10)"
30/10/2021 01:38:59,LBU - PEN,11/2/2021,1 stop,19:30 - 08:15 (RM219.00)
